question,answer,contexts,latency_seconds
How do I block off time slots in a staff schedule for a single staff member.,"You can block off time slots in a staff schedule for a single staff member by following these steps:

1. Go to Staff in your site's dashboard.
2. Choose the relevant staff members under Add blocked time to choose the staff member whose time you want to block from the Staff drop-down.
3. Enter a Title to explain the reason for the blocked time (if desired).
4. Select a start date and time.
5. Select an end date and time.
6. Click Block.

This will prevent that staff member from booking new appointments during the selected time period, but will not affect existing services like classes or courses, or existing appointments.","['o block off on the calendar. Select Blocked Time. Choose the staff member whose time you want to block from the Staff drop-down. (Optional) Enter a Title to explain the reason for the blocked time.\xa0 Select a start date and time. Select an end date and time. (Optional) Add a note for yourself.\xa0 Click Block.\xa0FAQsHere are some frequently asked questions about blocked time:Can I block off time for multiple staff members?You can block off time for multiple staff members at the same time using the Time Blocker app. \xa0Does blocked time impact existing services like classes or courses?Blocking off hours does not override class or course sessions happening during that same time slot.\xa0It also doesn’t affect existing appointments. The blocked time will only prevent clients from booking new appointment', "" App Market, you can add the Time Blocker app to your site.\xa0To add the Time Blocker app:\nGo to the Time Blocker in the Wix App Market.\xa0 Click Add to Site.\xa0 Click Agree & Add to allow the app access to your Bookings information.\xa0Blocking off time using the Time Blocker appAfter adding the Time Blocker app, go to your dashboard to block time for multiple staff members. You can choose the relevant people, set the time period and decide whether it repeats or not (e.g. if they're unavailable for appointments at the same time every week).Note:Blocked time prevents clients from booking appointments but does not affect existing class or course sessions.\xa0To block off time for multiple staff members:\nGo to Staff\xa0in your site's dashboard. Choose the relevant staff members under Add blocked time to yo""]",17.883661031723022
How can I delete items from a CMS collection?,"To delete an item from a CMS (Content Management System) collection, follow these steps:

1. Go to the CMS dashboard.
2. Click on the relevant collection.
3. Select the checkbox next to the item you want to delete.

Note that it's essential to ensure the collection is not connected to any pages or elements before deleting it, as this will prevent potential issues with links or references breaking.","[""CMS: Deleting Items in a Collection\nYou can remove an item from your CMS (Content Management System) collection whenever you like. If the content is in both the optional Sandbox and Live collection, you need to delete the item in both locations.\xa0You can learn more about the Sandbox feature\xa0here.Important:If you have the optional Sandbox enabled, syncing your Sandbox collection does not remove the item from the Live collection.Note:Before deleting an item, make sure you don't have any dynamic pages or references in another collection connected to it, as once the item is deleted, these links or references will break.To delete an item:\nGo to\xa0CMS\xa0in your site's dashboard. Click the relevant collection. Select the checkbox next to the item you want to delete.\nTip: To select multiple items at on"", 'CMS: Deleting a Collection\nRemove unnecessary CMS (Content Management System) collections by deleting them. We recommend making sure the collection is not connected to any pages or elements on your site before deleting it.\xa0In this article, learn more about:\xa0\nDeleting a collection Potential issues with deleting connected collections Frequently Asked Questions (FAQs)Deleting a collection in the CMSYou can delete collections that you no longer need at any time. If the collection you are deleting is connected to any page or site elements, they will become disconnected when you delete.\xa0Before deleting a collection:\nMake sure the collection is not connected to your site pages or elements.\xa0 You can create a manual backup of your collections, in case you need to restore them later.\xa0 You can also e']",13.321779489517212
I need help with setting up two different emails on my website. One for receiving order invoices and the other for general inquiries. Im specifically looking for guidance on how to set the email address for order confirmations in the Business Info section of my sites settings.,"You can send automated emails from multiple addresses, including setting up two different emails on your website. To do this, follow these steps:

1. Go to Email Marketing in your site's dashboard.
2. Click Manage Senders under Sender details on the right.
3. Click + Add Another Sender and add your new sender details.
4. Enter the code sent to your email address and click Confirm.

For sending order confirmations, you can set up two different emails:

* One for receiving order invoices (using a specific sender address)
* The other for general inquiries (also using a specific sender address)

You will be able to specify which sender addresses are associated with each type of email.","[""Request: Sending Automated Emails from Multiple Addresses\nWe are happy to announce that you can now send automated emails from multiple addresses. Using multiple emails allows your emails to come from addresses associated with specific parts of your business. For example, sending one automated email from bookings@website.com and another from sales@website.com.\xa0To add a another sender: \nGo to Email Marketing in your site's dashboard. Click Manage Senders under Sender details on the right.\xa0 Click + Add Another Sender and add your new sender details.\nClick Save. Enter the code sent to your email address and click Confirm."", ""our email through our own authenticated address. Don't worry, only your name and subject line appear in the inbox and readers' replies will go straight to your inbox. You may be asked to confirm your reply-to address. If so, you'll receive an email in your inbox with instructions.Can I send automated emails from different email addresses?Currently, it is not possible to send automated emails from multiple addresses. Each time you change your email address within an automation, this applies across all of your automations.Vote for the ability to send automated emails from multiple addresses in this feature request.Can I see if people have received and opened my automated emails?All automations that send emails give you access to email marketing statistics so you can track how many emails hav""]",17.02199959754944
I need to add funds to my Wix Payments account in order to issue a refund. Can you guide me on how to do this?,"To add funds to your Wix Payments account and issue a refund, follow these steps:

1. Go to the Payments section in your site's dashboard.
2. Select the payment to refund from the list of available payments.
3. Click ""Refund"".
4. Enter the amount you wish to refund (and optionally add a note).
5. If needed, click ""Add Funds & Complete Refund"" to add funds to your account.
6. Enter your credit/debit card details and confirm by clicking ""Yes, Refund"".

Note that adding funds is optional, but it's recommended before issuing a refund to ensure you have sufficient balance in your Wix Payments account.","[""op or from the Wix app on your mobile device.DesktopWix app\nGo to Payments in your site's dashboard. Select the payment to refund. Click Refund.\n Enter the amount you wish to refund. (Optional) Add a note. Click Refund and confirm by clicking Yes, Refund. If you need to add funds to refund your customer:\n    \nClick Add Funds & Complete Refund to add funds to your account. Enter your credit / debit card details and click Add Funds & Complete Refund.  \nGo to Payments in the Wix app. Tap on the payment to refund. Tap Refund.\n (Optional) Tap the Note icon \xa0to add a note of the details of this refund and tap Save. Enter the amount to refund, and tap Issue Refund. Tap Issue Refund to confirm. If you need to add funds to refund your customer:\n    \nClick Add Funds & Complete Refund to add funds to"", ""Adding Funds to Cover Refunds in Your Wix Payments Account\nYou may need to refund a customer and currently don't have enough funds in your Wix Payments account to cover the return. If your current balance can't cover a specific refund, you'll need to add funds to your Wix Payments account.See how refund top-ups are calculatedIf you have scheduled payouts, processing payments and / or reserve funds in your account, they are used to offset the amount required for top-up. For example:$100 Refund amountMinus -$20 Scheduled payout$20 Processing payment$10 Reserve funds\xa0---------------------------$50 Top-up neededTo issue a refund and add funds:Issue refunds from your Wix Payments account on desktop or from the Wix app on your mobile device.DesktopWix app\nGo to Payments in your site's dashboard.""]",18.397284507751465
"I need to change my domain name to something that doesnt include ""DBT"" for legal reasons.","You'll need to update your A records to point to a new host or server, as well as add a CNAME record to redirect traffic. To do this, you'll typically need to ask your current provider for the necessary information and then manually edit your domain's configuration, including updating A records and adding a CNAME record.","[' pop-up. Click the Host Name field and edit the host name.\nNote: Include the www prefix here for Host Name. Click the Value field and edit the web address the record points to.  Click Save. Click Save Changes in the pop-up.Add a CNAME record \nClick + Add Record under CNAME (Aliases).  Click Got it in the pop-up. Enter the Host Name and Value in the relevant fields. \xa0 \nNote: Include the www prefix here for Host Name. Click Save. Click Save Changes in the pop-up.Delete a CNAME record\nClick the More Actions icon  next to a CNAME record. Click Delete. \n\n Click Delete Record in the pop-up.\xa05. Edit your A records as needed.\nNote: Ask your new provider for the relevant records (hostname and value).Update an A record\nHover over the A record and click Edit. Click Got it in the pop-up. Click the Hos', 'ssage.Click the Host Name field and enter a host name.Note: Leave this field blank if instructed to add an @ sign.Click the Value field and enter a web address the record points to.\xa0Click Save.Click Save Changes in the pop-up message.Update a CNAME recordHover over the CNAME record and click Edit. Click Got it in the pop-up message.Click the Host Name field and edit the host name.Note: Leave this field blank if instructed to add an @ sign.Click the Value field and edit the web address the record points to.\xa0Click Save.Click Save Changes in the pop-up message.']",12.371171474456789
I need to know how to change the order of my products.,"To reorder your products, you can click and drag them in the Categories tab in your site's dashboard.","[""Wix Stores: Changing the Order of Products in a Category\nMake sure your best products are noticed by placing them front and center.\xa0To reorder products on your site, go to the Categories tab in your site's dashboard. When you reorder products there, it changes the order on your site, wherever you display that category.To reorder products:\nGo to Categories\xa0in your site's dashboard. Select the relevant category. Click and drag the products to change the order. Click Save.Tip:If you're using the Category Page, you can override the product order you set in the dashboard.\xa0To do so, click the Category Page in your editor, click Settings, and select the Sorting tab. You can select any of the following order choices from the Order products by drop-down.\n"", ""ect one or more filters.\xa0\nTip: The filters you selected appear at the top of the product list.\xa0 (Optional) Save these filters:\n    \nClick Manage View. Select Save as new view. Enter a view name. \nTip:\xa0Enter a meaningful name that you'll remember (Out-of-stock vases). Click Save.  Rearranging the product orderMake sure the products you want to promote are displayed front and center on your site. You can rearrange the order of products in any of your categories.Tip:By default, products are displayed in the order they were created with the most recent product first.To rearrange products in a category:\nGo to Categories\xa0in your site's dashboard. Select a category. Click and drag the products to change the order. Click Save.Exporting & importing your product listYou can export your list of produ""]",9.912502765655518
How can I restore some deleted products?,I don't know.,"['Wix Stores Request: Restoring Deleted Products\nCurrently, it is not possible to restore a product after it has been deleted.\xa0Tip:If you want to temporarily remove products from your store, you can hide them.\xa0We are always working to update and improve our products, and your feedback is greatly appreciated.', ""Wix Stores: Deleting Store Products\nKeep your list of store products up-to-date by deleting products that you've discontinued.Important:\nDeleted products cannot be recovered.\xa0 Instead of deleting permanently, you can hide products\xa0from your site.\xa0In this article, learn how to:\nDelete a single product Delete multiple products at onceDeleting a single productYou can permanently delete any product that you no longer carry in your store.To delete a single product:\nGo to Products in your site's dashboard. Click the More Actions icon \xa0 \xa0next to the product you want to delete.\nClick\xa0Delete. Click\xa0Delete\xa0to confirm.\nNote:\xa0This action cannot be undone.Deleting multiple products at onceSave time by permanently deleting multiple products in bulk. You can delete up to 999 products at the same time.\xa0To""]",6.356258153915405
Hoe can I restore the selection of projects for my Wix collection?,I don't know.,"['ditor. Click Your Collections.\xa0 Click Manage.\xa0 Click More Actions at the top. Select Advanced Settings.\xa0 Enable the Wix App Collections toggle. \xa0\nClick the X at the top right to close the CMS window. Click Wix App Collections on the left to view all your collections created by other Wix products.\xa0\nGo to your Editor. Click\xa0CMS\xa0\xa0at the top of Editor X.\xa0 Click Your Collections. Click Manage. Click More Actions at the top. Select Advanced Settings.\xa0 Enable the Wix App Collections toggle. \xa0\nClick the X at the top right to close the CMS window. Click Wix App Collections on the left to view all your collections created by other Wix products.\xa0\nGo to your Editor. Click CMS \xa0on the left side of the Editor.\xa0 Click Your Collections. Click Manage. Click More Actions at the top. Select Advanced Settings', ""Wix Studio Request: Reopening Canceled Project Requests from the Wix Marketplace\nCurrently, it's not possible to reopen a project request from the Wix Marketplace once you've declined it.We are always working to update and improve our products, and your feedback is greatly appreciated.""]",6.7328431606292725
How can I set up an automation for a clients birthday to send an email offering a free class?,I don't know.,"[""Request: Triggering Automations on Your Contacts' Birthdays\nWe are excited to announce that you can now create automations that trigger on your contacts' birthdays.\xa0To do this, you first need to create a contacts segment that groups contacts by birthday. Then, create an automation using the Segments trigger set to trigger when a contact enters your birthday segment."", "":Joan has a monthly newsletter. She creates a newsletter subscription form to grow her mailing list. She wants to thank each subscriber as they sign up, but manually sending these emails would be impossible. Instead, she sets up an automation that automatically sends a 'thank you' message every time a new person subscribes.Step 1 | Create a new automationAny automations you create appear under Automations in your site's dashboard. Make sure to choose a name that's memorable and can be understood by all of your site collaborators. You can create up to 1000 automations per site.To create a new automation:\nGo to Automations in your site's dashboard. Click + New Automation at the top right. Choose how you want to start creating your automation:\xa0\n    \nFrom Scratch: Click Start from Scratch to b""]",7.047466039657593
I need to switch my business type from sole prop to LLC in order to use an EIN.,I don't know.,"[""e's dashboard. Click Complete Setup under Wix Payments.\xa0\nSelect an option under Business Type:\nNote: It is not possible to switch between business types once you select one.\xa0\n    \nIndividual/Sole Proprietorship: Select this option if you are doing business as an individual. Partnership/LLC/Corporation/NGO: Select this option if you are doing business as a business entity. Regional account types: In some countries, other business types may be selected which align with local business definitions.   Depending on the selected business type, follow the steps:\xa0Individual/Sole Proprietorship\nEnter Your Personal Details:\n    \nYour full name Your date of birth Upload a Valid Photo ID (Passport, Driver’s License, Identity Card) If asked, enter your job title (role in the business)   Enter Your Addre"", ""Request: Switching Between Individual and Business Account Types in Wix Payments\nOnce you've set up your Wix Payments account, it is not possible to change your account type from individual / sole proprietorship to partnership / LLC / Corporation / NGO, or vice versa, within your Wix Payments account.We are always working to update and improve our products, and your feedback is hugely appreciated.Tip:If you are looking to switch from an individual to a business Wix Payments account, our Customer Care team can do it for you. Please check that you have all the necessary documents to verify your business Wix Payments account and contact Customer Care.""]",8.26887822151184
I need to temporarily remove the quick action button from the mobile view as I have not set it up yet.,"To temporarily remove the quick action button from the mobile view, you can right-click it in the mobile Editor and select Delete.","[""el to change their order.Removing a Quick action barYou can remove the Quick Action Bar on your mobile site at anytime.\xa0You should know:When you remove a QAB, it removes the details you entered for each action. If you re-add the QAB, you need to manually enter the relevant information again.To remove a QAB, right-click it in the mobile Editor then select Delete.\xa0Note:If you have Wix Chat installed on your site, removing the Quick Action Bar doesn't remove Wix Chat from your mobile site. To remove Wix Chat from your mobile site, you need to delete it from the Editor.\xa0"", "" Actions. Select Custom Action from the list. Choose a predesigned icon, or click the Add icon  to upload your own. Select the action in the panel to set up the details.Managing QAB actionsManage what you display on the quick actions bar. You can change the name of actions, remove them from the bar, and more.To manage your actions:\nSelect your QAB in the mobile Editor. Click Set Up Quick Actions. Hover over an action in the panel and click the More actions icon  . Choose how you want to manage the action:\n    \nSet up: Update or change the action's details. Rename: Change the name of the action. Remove: Delete the action from the bar.  Did you know?You can click and drag on actions in the panel to change their order.Removing a Quick action barYou can remove the Quick Action Bar on your mobi""]",9.63309383392334
I need to track the status of chargeback #1124381935-1.,I don't know.,"[""lter your transactions by payment method and status. Select the relevant timeframe using the From and To fields.\xa0Learn more about payment statusesEach payment is labeled with one of the following statuses:\nSucceeded: The transaction was approved Pending: The transaction was approved, but the funds are not yet available for payout. Declined:\xa0The transaction has been declined. Refunded: The payment has been refunded to your customer. Chargeback: A customer has disputed your charge with his card provider or bank. The funds have been returned to the customer's account. Learn more about chargebacksNote: Only active statuses appear in the payments list; e.g. if you didn't receive a Chargeback, you won’t see it in the filter options.\xa0Manual (Offline) PaymentsIf you're receiving payments using the"", ""vider, you may not see the Chargeback status in the Payments page in your site's dashboard. You should get in touch with the relevant provider to understand how to handle this chargeback.\xa0Note:Submitting a dispute through a third-party provider may incur extra fees. We recommend checking with them before disputing a chargeback.\xa0Using PayPal or Stripe?To get more information on handling chargebacks and disputes, click the relevant link:\xa0\nPayPal Stripe\xa0""]",7.182926416397095
I received a manual payment from the pay button and I am unable to see the payment history.,I don't know.,"['ck the\xa0Collect Payment. Select Manual card entry. Enter the card details and tap Next. Tap Confirm & Pay.', ""ayment from your client, you do not receive this amount as a Wix POS payout.To process other payment types:\nTap\xa0Other. Enter a short note documenting how the customer paid you (e.g. Venmo payment).\nNote: The note appears in customer's receipts and in the Sales History tab in the tablet. Tap Record Payment. (Optional) Do one or more of the following:\n    \nTap\xa0Print Receipt.\xa0 Tap\xa0Email Receipt, enter the email address if prompted, and tap Send.\xa0 Tap Text Receipt, enter the number, including country code, and tap Text Receipt. Tap Add a Note: Enter an internal note (not visible to your customer) and tap Save.   Tap Done.Notes:\xa0\nTo read notes and view receipts, go to your Sales History.\xa0 Learn how to enable text receipts.FAQsWe are here to answer all of your questions. Click a question below t""]",6.271174907684326
I want to change the header background to black when scrolling in Wix Editor.,"You can change the header background color to black by enabling the Color while scrolling toggle, selecting the color box, and choosing a black color.","['Wix Editor Request: Creating a Header that Shrinks as You Scroll Down\nCurrently, it is not possible to create a header which shrinks as you scroll down.We are always working to update and improve our products, and your feedback is greatly appreciated.', 'is brings even more attention to the header, ensuring visitors never miss it.Tip:This setting applies to every page where the header appears.To change the header background color on scroll:\nSelect the header. Click the\xa0Open Inspector\xa0icon\xa0\xa0at the top right of the editor.\nUnder Design, enable the Color while scrolling toggle. Click the color box to choose a different color. (Optional) Drag the slider to change the opacity.\xa0Removing a scroll effectYou can always remove a scroll effect that you previously added to the header.To remove a scroll effect:\nSelect the header. Click the\xa0Open Inspector\xa0icon\xa0\xa0at the top right of the editor.\nChoose what you want to disable:\n    \nScroll effect: Select the Scroll with site option from the drop-down. Color while scrolling: Disable the toggle to remove thi']",7.899738788604736
