question,path,answer,contexts,latency_seconds,delta_score
Im having trouble figuring out which PayPal account is connected to my site and where a payment went after connecting a second account.,fast,I don't know.,"["" to:\nView your provider credentials Switch your provider account Frequently asked questions (FAQs)Viewing your provider credentials\nGo to Accept Payments on your site's dashboard. Click Manage next to the payment provider / method you want to check. View your current provider credentials in the Account information section.\xa0Switching to a different account\nGo to Accept Payments on your site's dashboard. Click Manage next to the payment provider / method you want to change.\nFollow the relevant steps depending on your provider:\n    \nPayPal:\xa0\n\nEnter the email address of your desired account in the Account information section. Click Save.   Stripe:\xa0\n\nClick Change account. Enter your Stripe credentials and click Continue.   Other payment providers:\n        \nEnter the credentials of your desired "", ""ddress / account with PayPalPayPal automatically sends an email to confirm the address you've provided when setting up your account. If you haven't received this email, or are unsure whether you've already confirmed, go to PayPal to confirm your email address.\xa0Note: If you have misspelled or added an incorrect email, you need to confirm the correct email with PayPal and reconnect your account to Wix.Tip: You can get a clue of which email address you've used in the Accept Payments page. A partially visible email can be seen under PayPal once the provider is connected.\nMake sure the purchase amount meets the minimum payment thresholdSome payment providers have a minimum payment threshold (e.g. $1.01). Payments below this amount will not be processed.\nFor PayPal in the US, the threshold is $1""]",8.3827064037323,0.0761226713657379
Im having trouble finding the address section in the rooms of Wix Hotels. Can you help me with this?,deep,"You can only add an address to a room after you've set up your hotel, and if you're trying to add an address to your first room without setting up your hotel, it might be because there's no ""Address"" section in the rooms yet. To find and map room types, you need to complete the authorization process by connecting your HotelRunner channel with Pitchup.com using their API key.","['ation on the previous version of Wix Hotels, click here.\xa0\nStep 1 | Add Wix Hotels by HotelRunnerLet\'s start by adding Wix Hotels by HotelRunner to your site from the app market.\xa0Wix EditorStudio Editor\nGo to your editor. Click\xa0Add Apps\xa0\xa0on the left side of the editor. Search for the\xa0Wix Hotels \xa0app in the search bar. Click Add to Site\xa0below Wix Hotels by HotelRunner. Click Agree & Add. Click Go to Editor. Click Save\xa0at the top right.\nGo to your editor. Click\xa0App Market\xa0\xa0on the left side of the editor. Click\xa0App Market. Search for the\xa0Wix Hotels \xa0app in the search bar. Click Add to Site. Click Agree & Add.\xa0Step 2 | Set up the ""Book a Room"" page in your EditorNow you\'re inside your editor, on a newly-created page called Book a room. This is the page where your guests view the different rooms', 'up the Wix Hotels Channel Manager, click here.', ""lick the Edit icon for an existing room type or click Create New to add a new one.Scroll down to the Address section.Click the Show map location toggle to enable the address option.Enter the city, state and country of the property.Enter the street address of the property.Enter the zip code of the property.Click Save at the bottom of the page.Important:You can only add an address to a room after you've set up your hotel. If you're trying to add an address to your first room and you're unable to find the address section, add the room without the address and come back to add the address after setting up your hotel.Note:You can only connect one Channel Manager to a Wix site. If you are managing your business as multiple separate properties in other services, you can only connect to one of thes"", 'e the API key (other booking systems).\xa0 Go to the Channel Manager in your Wix Hotels by HotelRunner dashboard.\xa0 Click Connect next to Pitchup.com.\xa0 Enter your Pitchup.com API Key in the Hotel ID field. Click Save and Continue.\xa0Step 3 | Map your room typesAfter completing the authorization, Wix Hotels by HotelRunner will fetch your active room types from Pitchup.com.\xa0To map your room types:\nCollect your room IDs on the Pitchup.com extranet in Room Details under Property. In another tab on your browser, go to Channel Manager in the Wix Hotels by HotelRunner dashboard.\xa0 Click View channel details next to Pitchup.com. Click Fetch room types.\xa0 Hover over each room type and click Expand.\xa0 Match your Pitchup.com room types with your room types on Wix Hotels by HotelRunner using the drop-downs.\nNo', ""Wix Hotels by HotelRunner: Adding Room Types\nImportant:\nThis article refers to the latest version of Wix Hotels by HotelRunner. We are in the process of releasing Wix Hotels by HotelRunner but it's not available to everyone yet. Sign up for more information about Wix Hotels by HotelRunner and join the beta. For information on the previous version of Wix Hotels, click here.\xa0Create and edit the different room types you offer from your site dashboard. Make sure to include images of the different room types to attract more bookings. You can update any details of your room types at any time.\xa0To add a room type:\nGo to Room Types in the dashboard.\xa0 Click + Create Room Type.\xa0 Select the relevant room type from the Kind of room drop-down then click Next.\xa0 Enter your room's details:\n    \nDisplay nam""]",18.538140773773197,0.0122835934162139
"Im having trouble finding the arrows and the ""Change Slide Background"" option in a full-width slideshow on Wix.",deep,I don't know.,"[""ation arrows in the Thumbnails, Slider, Slideshow and Column layouts. Customize the navigation arrows' position, color and size from the Design tab in the Settings panel.Wix EditorStudio Editor\nGo to your editor. Click the Pro Gallery element on your page.\xa0 Click Settings. Click the Design tab on the left. Click Navigation Arrows. \xa0Enable the Show navigation arrows toggle. Customize the arrows using the options:\n    \nArrow style: Click to select an arrow design, or click the Add icon \xa0to upload your own. Arrow background: Click the drop-down to select a Shadow, Box or no background.\n        \nShadow: Adds a slight shadow around the arrow. Box: Adds a box around the arrow. Click the color box to change the box color, and drag the relevant sliders to adjust its transparency and round its corn"", 'Wix Editor: Customizing the Design of Your Slideshow\nCustomize your slideshow so that it looks exactly how you want. You can select a different background for each slide and adjust specific features of the slides such as the border and corners.In this article, learn more about:\nChanging your slideshow background Customizing the design options of your slideshowChanging your slideshow backgroundChange the background of your slides by adding an image, video, color or gradient.Each slide can have a different background, so you can use each one to display different media or color themes, depending on your needs.To change the background of your slideshow:\nClick the slideshow in the editor. Click the arrows next to the slide number to navigate to the relevant slide. Click\xa0Change Slide Background.', 'Wix Editor Request: Vertical Scrolling for Slideshow Galleries\n\n Currently, you cannot change the arrows on slideshow galleries to scroll vertically.\n\n We are always working to update and improve our products, and your feedback is hugely appreciated.\n', 'Wix Editor: Displaying Navigation Buttons and Arrows on Your Slideshow\nAdd navigation tools to your slideshow to let your visitors click through the slides manually. You can add:\nSlide buttons: These are circular icons that your site visitors can click to move between your slides. When your site visitors click a slide button, the relevant slide is displayed. Navigation arrows: These are arrows that are displayed either side of your slideshow, and allow your visitors to click through the slides at their own pace.In this article learn how to:\nDisplay slide buttons and navigation arrows Customize your slide buttons and navigation arrowsDisplaying buttons and arrows on your slideshowFrom Layouts, you can choose to show or hide the slide buttons and navigation arrows on your slideshow.\xa0To displ', ""Wix Pro Gallery: Working with Sliding Galleries\nThe Wix Pro Gallery lets you choose from a variety of layouts for your gallery, and some of these layouts allow your gallery to slide.Sliding galleries offer a unique set of customization options, interactive elements and animation effects to really grab your visitors' attention. Some of these options include adjusting how your gallery slides (automatically or manually) and adding fun scroll animations that appear as visitors navigate your content.Which gallery layouts slide?Sliding is available in the following gallery layouts:\nCollage (with horizontal scroll) Grid (with horizontal scroll) Slider Slide Show Thumbnails ColumnIn this article, learn more about:\nHow your gallery slides Navigating through gallery items Scroll animations Frequentl""]",12.144885540008543,0.0273159593343734
Im having trouble finding the payments section in my Wix dashboard to refund a recurring payment made through Wix Payments.,deep,"You would like to be able to provide refunds for recurring payments made through Wix Payments, but are currently unable to access the ""Refund"" option directly from your Wix dashboard.","[""Request: Ability to Refund Orders Processed through Additional Payment Providers\nImportant:This feature request is relevant for Wix Stores, Wix Bookings, and Wix Restaurants Orders (New).Currently, it's possible to refund orders from your Wix dashboard only when the payment was processed through PayPal, Stripe, or Wix Payments.\xa0Note:If another payment provider was used, you can still refund your customers using the instructions here, but you need to complete part of the process outside the Wix dashboard.\xa0When you complete the steps, the order in the Orders tab is updated to show the refund.\nFrom which payment providers would you like to be able to provide refunds? Click here and submit a ticket with your suggestions.We are always working to update and improve our products, and your feedbac"", ""op or from the Wix app on your mobile device.DesktopWix app\nGo to Payments in your site's dashboard. Select the payment to refund. Click Refund.\n Enter the amount you wish to refund. (Optional) Add a note. Click Refund and confirm by clicking Yes, Refund. If you need to add funds to refund your customer:\n    \nClick Add Funds & Complete Refund to add funds to your account. Enter your credit / debit card details and click Add Funds & Complete Refund.  \nGo to Payments in the Wix app. Tap on the payment to refund. Tap Refund.\n (Optional) Tap the Note icon \xa0to add a note of the details of this refund and tap Save. Enter the amount to refund, and tap Issue Refund. Tap Issue Refund to confirm. If you need to add funds to refund your customer:\n    \nClick Add Funds & Complete Refund to add funds to"", ""ment.Notes:\nThis option only appears if you have a Wix Payments account in your Wix account. The Wix Payments account-level dashboard only provides information for your Wix Payments transactions. Any other transactions can be viewed from the Payments tab in your site's dashboard.To access your account dashboard from your Wix account:\nGo to Wix Payments Accounts. Click View on the Wix Payments enabled site account you wish to view. Select the information you want to view. Choose between:\n    \nPayments Payouts Settlement Report Account Details  "", ""Refunding Your Customers with Third Party Payment Providers\nIssuing refunds to your customers can be done at Wix using a select number of supported payment providers, including Wix Payments.Some payment providers don't support refunds through Wix. If that's the case, you'll need to you'll need to issue the refund directly through their platform.\xa0In this article, learn about:\nRefunding supported payment providers Refunding unsupported payment providers Frequently asked questions (FAQs)Refunding a payment at WixIssuing refunds to your customers can be done if that payment has been made through a supported payment provider. If the option to refund does not appear next to the relevant payment, you'll have to issue the refund directly through your payment provider.\xa0To issue a refund:\nGo to Paym"", ""Wix Payments: Accessing Your Account Dashboard\nYour Wix Payments dashboard provides you with all the information you need to manage your Wix Payments account. From here you can change your account settings and keep track of your transactions and payouts.You can access your Wix Payments account in 2 ways; from your site's dashboard and from your Wix account.DashboardWix account\nGo to Payments in your site's dashboard. You can organize your payments using the following options:\n    \nFilter your payment history by payment status, date, payment provider, payment ID, and more. Click the download icon \xa0to download a CSV file of your payments.  Tip:Click a payment to see more details about that payment.Notes:\nThis option only appears if you have a Wix Payments account in your Wix account. The Wix""]",16.122216939926147,0.0156182348728179
Im having trouble resizing the gallery widget in the desktop editor.,fast,"To resize the gallery widget in the desktop editor, you can try the following methods:

1. Click and drag the handles on the gallery's edges.
2. Drag the Stretch icon (represented by the Stretch to full width toggle) from the Inspector panel.
3. Increase or decrease the Margins slider in the Inspector panel.

If none of these methods work, it is possible that your gallery is set to scroll vertically or be horizontal with a fixed height, and adjusting its size may not be possible without disabling this option.","[""es\nClick the relevant gallery in your Editor. Click and drag the handles on the gallery's edges to resize it.\xa0Note:If you're unable to resize your gallery using the stretch handles, it's probably already set to full width. You can disable this option if needed.Stretching a gallery to full-width\nClick the gallery in the Editor. Click the Stretch icon . Click the Stretch to full width toggle:\xa0\n    \nEnabled: The element is stretched to the full width to fit your screen. Disabled: The element is not stretched to fit your screen.   (Optional) Drag the Margins slider to increase or decrease the space on either side of the gallery.Note:The margin limit for full-width galleries is 80 pixels.Aligning your gallery image textCertain galleries display image titles and / or descriptions to give your vi"", ""ector panelFrom the Inspector panel, you can adjust your gallery's size, position and behavior across breakpoints. These settings can help to ensure your gallery is responsive and looks great in every screen size.\xa0Making your gallery responsiveThere are many different ways to ensure your gallery is responsive to all screen sizes. Read below to choose the best method for your design needs.Check the gallery's size, docking and marginsYou can show the same gallery layout on all screen sizes. We recommend using a fluid measurement (e.g. %, vh, vw) to set the size of your Pro gallery, so it resizes automatically and in relation to your visitor's screen.\xa0Tip:It is not possible to adjust your gallery's height when:\nYour gallery is set to scroll vertically.\xa0 Your gallery is horizontal with a fixed""]",15.657463788986206,0.0831281989812851
"Im having trouble updating the terms & conditions checkbox at checkout in Wix Stores. I confirmed that I have a ""Products"" section in my sites dashboard.",fast,"I don't know. This question is not provided in the context, and it would require further information about your specific issue or situation with the Terms & Conditions checkbox on the checkout page of your Wix store to provide an accurate answer.","['Wix Online Programs Request: Adding a Policy Checkbox to the Checkout Page\nCurrently, it is not possible to add a Policy (Terms & Conditions) checkbox to the Online Programs checkout.We are always working to update and improve our products, and your feedback is greatly appreciated.', ""Wix Stores: Editing Multiple Products at the Same Time\nSave time by updating multiple products at once instead of editing them one by one. Bulk edits can be done in a number of different ways. Select the method that works best for you.In this article, learn how to:\nMake bulk updates in your site's dashboard Make bulk updates using a spreadsheet Make bulk changes to inventory\xa0Making bulk updates to products from your site's dashboardSave time by making a wide variety of changes right in the Store Products tab in your site's dashboard. You can change the base price, set a sale price, add the same info section and much more.To make bulk changes in your site's dashboard:\nGo to Store Products in your site's dashboard. Select the products you want to change:\n    \nAll products: Select the checkbo""]",9.699580669403076,0.1160833537578582
"Im having trouble with a popup that says ""You cant order this plan at the moment"" on my Wix site. When I cancel the popup, I can see the plan with a ""buy"" button. I would like instructions on how to enable guest checkout for my pricing plans.",deep,"To enable guest checkout for your pricing plans, follow these steps:

1. Go to Settings > Pricing Plans Settings.
2. Click on the Checkout tab at the top.
3. Enable the Guest checkout toggle.
4. Click Save at the top of the page.

This will allow visitors to buy your pricing plans without signing up or logging in to your website.","["" your site to gain access these plan benefits.\xa0To enable guest checkout:\nGo to Settings\xa0in your site's dashboard. Click Pricing Plans Settings. Click the Checkout tab at the top.\xa0 Enable the Guest Checkout toggle at the bottom to let people buy a plan without signing up or logging in to your website. Click Save.What's next?Why not create a coupon to promote your new plan? Click the More Actions icon \xa0next to your new plan in the Pricing Plans dashboard. Learn more about creating coupons for pricing plans.\xa0"", "", such as your services or products page or a landing page.\n        \nEnter the Page URL.    3. \xa0Click Save at the top to finish creating your plan.Step 5 | (Optional) Enable guest checkoutThe guest checkout option lets visitors buy a pricing plan without signing up or logging in. This is useful if your plans include offline benefits, or if clients don't want to register as site members. It's also a great way to attract new clients who aren't sure they want to commit right away.To enable guest checkout:\nGo to Settings\xa0in your site's dashboard. Click Pricing Plans settings. Click the Checkout tab at the top. Enable the Guest checkout toggle. Click Save.What's next?Why not create a coupon to promote your new plan? Click the More Actions icon \xa0next to your new plan in the Pricing Plans dashboa"", ""ey need to set up a password to join your site as a paid member, if they have not done so already.\xa0To manually add a plan that a client purchased:\nGo to your site in the\xa0Wix app. Tap\xa0Manage\xa0\xa0at the bottom.\xa0 Tap\xa0Pricing Plans under Catalog. Tap the More Actions icon \xa0at the top right.\xa0 Tap Sell a pricing plan. Select an existing client or add a new one:\xa0\n    \nSelect an existing client:\xa0Tap to select an existing client. \xa0 Add a new client:\n\nTap + Add New Contact at the bottom. Enter the new contact's details. Tap Save.     Select a plan and tap Next. (Optional) Tap the date next to Valid from to edit the start date. Tap Collect Payment. Select Mark as paid / Mark as unpaid and tap Next. Tap Confirm in the pop-up.Notes: \nYour clients can also purchase membership plans and packages themselves "", 'Wix Stores: Enabling Guest Checkout for PayPal\nGuest checkout for PayPal allows your customers to pay via PayPal without having a PayPal account. You can set up guest checkout for Standard or Fast Checkout.Note:Customers with PayPal accounts can still log in to their PayPal accounts to check out.To enable guest checkout in PayPal:\nSign in to your PayPal account. Click the Settings icon \xa0on the right. Click the Seller Tools tab. \xa0Click Update next to Website Preferences. Scroll down and select On under PayPal Account Optional.Note:If you are unable to see this setting in your PayPal account, please contact your local PayPal organization and ask them to enable it for you.If your customers are unable to use the Guest Checkout option, it may be due to one of the following reasons:\nIncorrect em', ""rtant:\nAfter submitting your purchase, your bank may require you to verify your identity. If you're experiencing any issues with the authentication process, contact your bank directly. If you've previously purchased a site plan that doesn't support Wix Bookings, you can upgrade to a plan that does. When switching plans, if the new plan costs more than the original plan you purchased, you pay only the difference in price.""]",18.074913024902344,0.0257820636034011
"Im having trouble with my site not being indexed by Google. Ive checked that my site is published and not password protected, but its still not being indexed.",deep,"I don't know. You need to check your Google Search Console account properties, make sure the site is published, and allow search engines to index it in your SEO settings. Additionally, you should verify that the page corresponding to your site isn't password protected and has a ""noindex"" tag in the code.","[""ings under Tools and settings. Make sure the\xa0Let search engines index your site\xa0toggle is enabled.Note:The waiting period for your site to be indexed is determined by the search engines themselves and is the same for all websites (not just Wix sites).Make sure your homepage is not password protectedIf your site's homepage access is for members only or password protected, search engine bots won't be able to crawl and index it.\xa0You'll need to remove the password protection from your homepage before you can verify your site on Google Search Console.\xa0Learn how to remove password protection in the Wix Editor and Editor X.Check your Google Search Console account propertiesYou can have up to 1000 properties in your Google Search Console account. If you have more than 1000 properties, you'll need "", ""oogle Search Console, click Reconnect Now to re-authorize your account. \xa0Make sure that the site is publishedSearch engines can only index pages that you have published. Any pages that you add after the last time you published your site won't appear in search results.\xa0Make sure that your site is published before you try to verify it with Google Search Console.Check that search engines can index your siteYou can choose whether or not to allow search engines to index your site in your\xa0SEO Settings. It's important to let search engines index your site if you want to verify your site with Google Search Console.To let search engines index your site:\nGo to your SEO dashboard. Select Go to SEO Settings under Tools and settings. Make sure the\xa0Let search engines index your site\xa0toggle is enabled.No"", 'RLMake sure that you entered the URL of the page correctly when you submitted it for indexing.\xa0You should also make sure that it corresponds with an existing page on your site that doesn\'t return a 404 error message or 5xx error message.Step 2 | Make sure search engines can index your page and siteCheck your site\'s pages to make sure that search engines are not prevented from indexing them. In this case, the page would have a ""noindex"" tag in the code and Google will not include it in search results.Learn how to check if search engines can index your pages in:\nWix Editor Studio EditorYou should also check your site\'s settings to make sure that search engines can index it.Step 3 | Check if the page is password protectedMake sure that your page is not password protected. In this case, the pa', ""Site or Pages Not Appearing in Search Engine Results\nWhen you publish your site, most of your pages are available for search engines like Google to crawl and index so that they can appear in search results.\xa0It can take some time for your page to appear.\xa0If you've published your site but it's not appearing in search results, the information in this article can help you get your site on Google and other search engines.\xa0However, search engines cannot guarantee that every page of your site will be indexed. It's important to note that this is perfectly normal in many cases.\xa0For example, search engines recommend not to index certain pages, such as\xa0Wix Blog archive pages. Wix automatically prevents search engines from indexing these pages.\xa0In this article, learn more about:\xa0\nChecking if your site"", "" that stop your site and pages getting indexedIf a certain page on your site is not listed in search results, you can try the steps below to get it indexed.Make sure that the page is publishedSearch engines can only index pages that you have published. Any pages that you add after the last time you published your site won't appear in search results.\xa0This also applies to changes you make to the content of a page. If you changed your page after the last time you published, search engines won't be able to index the changes. \xa0Make sure to publish your site when you're finished making any changes or edits to it.\xa0Note:\nIt can take some time for changes to your site's pages to appear in Google search results. If you want your changes to appear quicker, you can try to\xa0request indexing for the page""]",18.29628300666809,0.0390398055315017
"Im having trouble with the verification process for my Wix Payments account. Specifically, my documents arent being accepted.",fast,I don't know.,"['et up my Wix Payments account?After submitting your details, you are required to go through a verification process.\xa0Can I switch between account types?How do I get help with the set up?Contact Wix Customer Care and we would be happy to assist.Video tutorialWatch the video below to learn more about setting up your Wix Payments account.\n', ""passed and you've verified the information is correct and matches your bank account details, contact Wix Customer Care. We will be happy to investigate this issue further.\xa0Business account\nMake sure you've written your personal and company information correctly.\xa0\n    \nYour first / middle / last name and your date of birth, must match those listed in your photo ID.\xa0  \nDouble check that you've entered your bank account number(s) correctly. Your company's name and its registration number/tax ID must match the company's registered information. Your Doing Business As name should match what appears on your customers' statements. Enter a physical address to verify your account. PO Boxes are not accepted as a valid address. Upload an address verification document, such as a utility bill, to confir""]",7.9455461502075195,0.0533991008996963
What are the collection limits in Wix Store?,fast,I don't know.,"[""Wix Stores: Limits & Recommended Guidelines\nTo ensure that the Wix Stores platform remains stable and that your online store is usable and fast, Wix has set some limitations.Wix Stores platform limits:\nProducts: You can upload up to 50,000 products from the Wix Stores Dashboard manually or by CSV import. Product Options per Product: Each product can have up to 6 product options (e.g. color, size, material). Choices per Product Option: Each product option (e.g. size) can have up to 100 option choices (e.g. Green, Blue) Product Variants: You can create up to 1,000 variants per product.What happens if you exceed any of these limits?When you approach or exceed a limit, you'll first receive a notification in the Wix Stores Dashboard. When you exceed one of these limits, you’ll receive an error "", "" but you are unable to add more if they exceed the new quota.\n\nFor example, consider a free site with 10,000 collection items that you upgrade to a plan that includes 4,000 items. In this case, your items exceed the limit in the new plan. In order to add more items, you need to delete existing items until your item count is under 4,000, or upgrade to a plan with more items. We will not delete any items exceeding the limit, but you can't add more until you take action.Does the 10,000 collection item limit include Wix app collections?The 10,000 collection item limit specifically applies to collections you create. This means it does not extend to collections created by Wix apps. This limit offers plenty of room to develop your site, without impacting the available space for your apps, product""]",10.216193675994873,0.076621726155281
"How do the payment processing fees for credit card, PayPal, and Apple Pay work in Canada?",fast,"I don't know how the payment processing fees for credit card, PayPal, and Apple Pay work in Canada.","['m:\xa02.1% of the transaction amount + 0.20 GBP USA:\xa02.9% of the transaction amount + 0.30 USD Canada:\xa02.9% of the transaction amount + 0.30 CADNotesThe currency used in your Wix account must match the currency in your Wix Payments account.\xa0If the currencies do not match, the transactions may be declined.\xa0Learn how to change your currencyIn this article, learn about:\nAdding Apple Pay Frequently asked questions (FAQs)Adding Apple PayOn checkout, customers using Safari (on IOS and macOS devices) will see Apple Pay as an express checkout option. Because their accounts are linked to their Apple device, Apple Pay customers simply click and purchase, without having to enter card or shipping details. All this allows you to be paid swiftly, easily and safely.Apple Pay can be added to your site whethe', 't payment for the order, you can tap the Actions button at the top right and select any of the following:\nSave Cart: Save the cart so you can return to it later. Ship to customer: Add shipping to the order.\xa0 Attribute Sale to Team Member: Attribute the sale to someone other than the team member operating the POS.Step 5 | Accept payment and complete checkoutAccept cash payments or credit cards using your\xa0card reader. You can even accept payment from 2 or more payment methods (e.g. 2 credit cards). \xa0Notes:\nCard readers accept all major credit cards and payments made through the following payment apps: Apple Pay, Android Pay, Samsung Pay, VISA Paywave, MasterCard PayPass, AMEX ExpressPay and Discover D-PAS. Canadian merchants: Interac processing fees are $0.15 CAD. \xa0 You can hide payment opti']",10.837743282318115,0.0436007529497146
What is the pricing for email marketing on Wix?,deep,I don't know.,"[""Email Marketing: Using Wix Email Marketing for Free\nImportant:This article refers to the email marketing plans. If you have an existing Ascend by Wix plan, your monthly balance is still determined by the number of campaigns you send a month. Learn more about your balance if you are an existing Ascend by Wix customer.Note:Website premium plans do not include email marketing advanced features. If you want access to more email marketing tools, upgrade your marketing email plan.Create and send email campaigns for free, using ready-to-go templates or designs you've created from scratch. Using Wix Email Marketing for free includes:\nDrag and drop editor to easily create and edit your email templates. Designer-made templates to engage your recipients. Automated emails that are sent to the right re"", ""Wix Stores: Creating and Sending an Email Marketing Campaign\nSpread the word about your products and promotions! Wix Email Marketing allows you to send beautiful emails to your contacts.Choose one of our stunning email templates, select what you want to promote, and we'll get you started by automatically adding text and images. Edit the email to get it just the way you like it, or send it as is.\xa0\xa0Start by choosing what kind of campaign you want to create:Create an email marketing campaign for a product\nGo to Products in your site's dashboard. Click to select the product you want to promote. Click\xa0Promote this product on the right.\n Click\xa0Create Email Campaign.Create an email marketing campaign for a category, sale, or discount\nGo to Email Marketing on your site's dashboard. Select a templa"", ""Pricing Plans: Managing Notifications You Send and Receive\nImportant:The article below discusses the Wix subscriptions app, Pricing Plans. If you're looking for information about upgrading your site with Wix Premium plans, please check\xa0this article.The Pricing Plans app sends notifications to keep you and your clients informed about any updates. You can choose what notifications your clients receive and also set the notifications you (the site owner) receive and how you receive them: by email, dashboard notification, or desktop notification.In this article, learn more about:\nManaging the notifications you send to clients Managing the notifications you receiveManaging the notifications you send to clientsWhen you add the Pricing Plans app, it comes with 5 automated email notifications for y"", 'Wix Online Programs Request: Creating Automatic Discounts\nCurrently, it is not possible to create both a standard price and a promotional price for online programs.We are always working to update and improve our products, and your feedback is greatly appreciated.', "" service: Not required Selling physical items via Wix Stores: Not required Selling online/digital items via Wix Stores (e.g. a logo): RequiredWhat if I have a pricing plan connected to a service, program, or course?Pricing plans are not currently supported with in-app purchase. This includes pricing plans connected to other Wix apps like Online Programs, Wix Events, or subscriptions.\xa0To make sure your app is approved for in-app purchase, make sure you remove any pricing plan element within your app, or change the section visibility to Android only.What percentage does Apple take if I sell my digital services in-app?Apple takes up to 30% of a developer's total in-app purchase revenue in the first year of a subscription. (Digital goods and services only, sales of physical products are exempt""]",11.257644414901732,0.0300167053937912
Im inquiring about the duration for Wix payment verification for my account.,fast,I don't know.,"['e content. In some cases, we may need your cooperation in order to complete the verification process. From the time of the first transaction on your site, you have 30 days to complete your account setup or verification process. If you do not complete these processes within 30 days, your Wix Payments account will be suspended and you will not be able to accept payments through your site.\xa0ActiveYou have connected your Wix Payments account and your site is accepting payments. You are all set to receive weekly payouts to your bank account when applicable. \n\nNote: After your account is active, you may still be required to go through the verification process.\xa0SuspendedYou have not completed account setup or verification process within 30 days as required. You can reactivate your account by compl', ' government issued photo ID and a copy of your bank statement. These need to be uploaded to your Wix Payments Dashboard to verify your identity. This may take up to 7 business days.\xa0If you do not complete your account setup within 30 days, we will be required to suspend your Wix Payments account. Additionally, if you do not complete the setup within 60 days, any payment processed through Wix Payments will be refunded to your customers.For more information, see the Wix Payments, Adyen, Stripe United States and Stripe Canada Terms and Conditions for the following countries: Austria, Belgium, Canada, Finland, Germany, Ireland, Italy, Lithuania, Netherlands, Portugal, Spain, Switzerland, United Kingdom and the United States.\xa0Verification checklistIn addition to meeting the requirements below, ']",8.931352138519287,0.0424281358718872
Im inquiring about the refund policy for canceling my Premium Light account.,deep,"You are eligible for a full refund if you purchased your site plan within the last 14 days, as long as it is a new Premium or Studio plan and you meet the requirements for the 14-day refund policy. However, I don't know if there are any exceptions to this policy that may apply to your specific situation, such as requesting a refund for a plan renewal or upgrade, or individually paid sessions with cancellation fees.","[""Requesting a Refund for a Premium or Studio Plan\nWix offers a 14-day, money-back guarantee for new Premium or Studio site plans.\xa0If you purchased your site plan within the last 14 days, you're eligible for a full refund.\xa0Eligibility for a refundThe 14-day refund policy only applies to new Premium or Studio plans. The refund policy does not apply if:\nYou are requesting a refund for a plan renewal. You are requesting a refund for the upgrade of an existing plan.If you do not meet the requirements for the 14-day refund policy, but you believe you still deserve a refund, contact us and we'll review your request.\xa0Request process for a refundCancel your site plan within the first 14 days of purchasing it to receive a full refund. There's no need to submit a request, simply click the button below"", 'fund to close this message without refunding.  Individually paid sessions (with cancellation fee)\n(Optional) Tap the Apply cancellation fee checkbox to charge a cancellation fee. (Optional) Tap the Notify client with an email checkbox and add a message for your customer. Tap Cancel Session at the bottom of the screen. (Optional) Tap the Total fee to edit the cancellation fee. \xa0\nNote: You cannot charge more than the fee stated in the policy. Tap Confirm Fee & Continue. Tap the More Actions icon \xa0 at the top of the screen. Tap Issue refund.\xa0 (Optional) Tap\xa0Edit\xa0Amount\xa0to offer partial refunds.\n    \nEnter the relevant amount you want to refund. Tap\xa0Apply.   Tap\xa0Next. (Optional) Select the reason you provided a refund from the\xa0Refund Reason\xa0drop-down. (Optional) Notify your customer:\n    \nEnab', ""fee. \xa0\nNote: You cannot charge more than the fee stated in the policy Click Confirm Fee & Continue. Click View Order.\xa0 Click Issue refund.\xa0 Enter the refund details:\n    \nRefund amount: Enter the amount to refund your client. Reason for Refund (optional): Select a reason for this refund.\nNote:\xa0Your answer appears only in the order's activity section. Send a confirmation email to customer: Send your customer an email confirming the refund and amount.\xa0 Add a personal note in the email (optional) : Add a personal note to your customer\xa0   Click Continue. Click Mark as Refunded.\nNote:\xa0This cannot be undone.\xa0Sessions paid using a plan\n(Optional)Select the Apply cancellation fee checkbox to charge a cancellation fee. (Optional) Select the Send cancelation email checkbox and add a message for your"", 'Ascend by Wix: Refund Policy\nYou can cancel your Ascend plan at any time within the first 14 days to receive a full refund. No questions asked!\xa0Refund Policy Details\nThe 14 day trial period includes the first 14 days after purchasing an Ascend plan. The 14 day trial period does not apply to renewal payments. If you decide to cancel your Ascend plan within the 14 day trial period, your plan will be canceled immediately and you will no longer be able to make use of its features.\xa0 Wix is not responsible for any bank charges, commissions or overdrafts. The only way to remove these charges is through direct negotiation with your bank.', ' Edit the cancellation fee. \xa0\nNote: You cannot charge more than the fee stated in the policy. Tap Confirm Fee & Continue. Tap Collect Payment at the bottom of the screen and choose how you want to charge your client: Manual card entry, Charge with card reader, Charge with pay link, Mark as Paid.Individually paid sessions (without cancellation fee)\n(Optional) Tap the Mark as refunded checkbox to refund the customer. (Optional) Tap the Notify client with an email checkbox and add a message for your customer.\n Tap Cancel Session at the bottom of the screen. Choose what you want to do:\n    \nMark as Refunded: Tap Mark as Refunded to issue a refund. Continue Without Refund: Tap Continue Without Refund to close this message without refunding.  Individually paid sessions (with cancellation fee)\n(O']",20.495436429977417,0.0140016674995422
