question,answer,contexts,latency_seconds
I need to know if more information is required for Wix payment verification status for my individual account.,"To confirm the Wix Payments Verification Process for an individual account, you must complete the following:

* Write your personal information correctly (name and date of birth) on your photo ID.
* Double check that you've entered your bank account number(s) correctly.
* Enter a physical address to verify your account.","[""Wix Payments Verification Process\nImportant:Wix Payments is not yet available to all users.You can start accepting payments on your site using Wix Payments almost immediately. However,\xa0 we need to verify your identity before your account can be fully activated.\xa0To verify your identity:\nFor an individual account: You must complete your Wix Payments account setup within the same country as your bank is located.\xa0 For a business account: The country where your company is registered must match the country where your company's bank is located. This must be the same country in which you complete your Wix Payments account setup. For a sole proprietor (United Kingdom): The country where your company is registered must match the country where your company's bank is located. This must be the same cou"", 'et up my Wix Payments account?After submitting your details, you are required to go through a verification process.\xa0Can I switch between account types?How do I get help with the set up?Contact Wix Customer Care and we would be happy to assist.Video tutorialWatch the video below to learn more about setting up your Wix Payments account.\n', ""Kingdom and the United States.\xa0Verification checklistIn addition to meeting the requirements below, the verification process begins once you've accepted the first successful payment to your Wix Payments account.To help Wix Payments verify your account details, you'll be prompted to add information (e.g. your photo ID and a bank statement.\xa0Learn more)Depending on your account type, review the relevant checklist to make sure you're providing the requested information correctly:\xa0Individual account\nMake sure you've written your personal information correctly:\n    \nYour first / middle / last name and your date of birth must match those listed in your photo ID.\xa0 Double check that you've entered your bank account number(s) correctly.\nEnter a physical address to verify your account. PO Boxes are n""]",16.762014150619507
I need to know if more information is required for Wix payment verification status for my business account.,"Yes, more information may be required to verify your Wix Payment status for your business account. According to the context, additional requirements include:

* Confirming that the Legal Business Name, Shareholder and Business Number entered in the form matches those associated with your business bank account.
* Uploading a document that proves the validity and ownership of the Business Number during registration.

Please ensure you have these details ready before proceeding with the verification process.","[""Wix Payments Verification Process\nImportant:Wix Payments is not yet available to all users.You can start accepting payments on your site using Wix Payments almost immediately. However,\xa0 we need to verify your identity before your account can be fully activated.\xa0To verify your identity:\nFor an individual account: You must complete your Wix Payments account setup within the same country as your bank is located.\xa0 For a business account: The country where your company is registered must match the country where your company's bank is located. This must be the same country in which you complete your Wix Payments account setup. For a sole proprietor (United Kingdom): The country where your company is registered must match the country where your company's bank is located. This must be the same cou"", ""Wix Payments: Verifying Your Employer Identification Number (EIN)\nNote:An EIN is required only in the United States.An Employer Identification Number (EIN) is issued for tax administration purposes. Employers in the United States are required by the Internal Revenue Service (IRS) to have an Employer Identification Number.\xa0Verifying Your EIN in Wix PaymentsWhen completing your Wix Payments account setup as a Partnership / LLC / Corporation / NGO, Wix Payments asks for your company's 9 digit Employer Identification Number.In addition, to verify your EIN, please make sure that you upload a copy of your EIN confirmation notice. Follow these guidelines to help your verification:\nThe company name should be visible and clear and should match the business details in your Wix Payments account The E"", ""e listed in your photo ID\nYour company's name and its Business Number must match the company's registered information Enter a physical address to verify your account. PO Boxes are not accepted as a valid address Your bank statement / document should include the bank logo, as well as your account number and the account holder name If required, upload a document that proves the validity and ownership of the Business Number during registration Confirm that the Legal Business Name, Shareholder and Business Number entered in the form matches those associated with your business bank account.FAQsClick a question to learn more about setting up your account.What happens after I submit my details to set up my Wix Payments account?After submitting your details, you are required to go through a verifi""]",18.022862672805786
"I need to renew my Premium Business plan after missing the renewal notice. I couldnt find the subscription under my account, but I want to proceed with purchasing a new Premium plan for my site.","To renew your Premium Business plan, follow these steps:

1. Go to Premium Subscriptions in your Wix account.
2. Click Turn Auto Renew On under the relevant subscription (in this case, the Premium Business plan).
3. If the subscription has already ended, you can simply purchase a new plan by clicking on Select under the new Premium plan, then choose your subscription period and click Submit Purchase.

Note that since you missed the renewal notice, you won't be able to reactivate the canceled site plan. Instead, you'll need to purchase a new plan for your site.","['lick Select under the new Premium plan.8. \xa0Choose your subscription period and click Select.9. \xa0Enter your payment details and click Submit Purchase.', 'Unassigning a Premium Plan from a Site\nYou can unassign a Premium plan from your site at any time. Unassigned plans can be assigned to another site in your account at any time.\xa0You can view your plan in the Unassigned Subscriptions section of your Wix account for easy access after you unassign it.If you reassign a Premium plan, the premium features (e.g. connecting a domain, removal of Wix ads) are removed from the original site.\xa0In this article, learn more about:\nUnassigning a Premium plan Frequently asked questions (FAQs)Unassigning a Premium plan\nGo to Premium Subscriptions in your Wix account. Click the More Actions icon  next to the relevant plan.\xa0 Click Unassign Plan.\nClick Unassign Plan in the pop-up to confirm.Already unassigned your Premium plan?Learn how to assign your plan to an', 'Reactivating a Canceled Premium or Studio Site Plan\nYou can reactivate a canceled site plan before the subscription ends by turning the auto renew back on. If the subscription has already ended, you can simply purchase a new plan.To reactivate your Premium or Studio plan:\nGo to Premium Subscriptions in your Wix account. Click Turn Auto Renew On under the relevant subscription.Note:Site plans canceled during the 14-day money back period are canceled immediately. This means that they cannot be reactivated by turning the auto renew back on. You can go ahead and upgrade the site again to purchase a new plan.']",22.292151927947998
How can I restore some deleted products?,I don't know. The context only mentions hiding products instead of restoring them after deletion.,"['Wix Stores Request: Restoring Deleted Products\nCurrently, it is not possible to restore a product after it has been deleted.\xa0Tip:If you want to temporarily remove products from your store, you can hide them.\xa0We are always working to update and improve our products, and your feedback is greatly appreciated.', ""Wix Stores: Deleting Store Products\nKeep your list of store products up-to-date by deleting products that you've discontinued.Important:\nDeleted products cannot be recovered.\xa0 Instead of deleting permanently, you can hide products\xa0from your site.\xa0In this article, learn how to:\nDelete a single product Delete multiple products at onceDeleting a single productYou can permanently delete any product that you no longer carry in your store.To delete a single product:\nGo to Products in your site's dashboard. Click the More Actions icon \xa0 \xa0next to the product you want to delete.\nClick\xa0Delete. Click\xa0Delete\xa0to confirm.\nNote:\xa0This action cannot be undone.Deleting multiple products at onceSave time by permanently deleting multiple products in bulk. You can delete up to 999 products at the same time.\xa0To"", 'Site Management Request: Restore Contacts When Restoring Deleted Site\nCurrently, when you restore a previously deleted site, your contacts are not automatically restored with it. If you have a CSV file with your contacts, you can import it again.\xa0We are always working to update and improve our products, and your feedback is hugely appreciated.']",10.862347602844238
Hoe can I restore the selection of projects for my Wix collection?,I don't know.,"['ditor. Click Your Collections.\xa0 Click Manage.\xa0 Click More Actions at the top. Select Advanced Settings.\xa0 Enable the Wix App Collections toggle. \xa0\nClick the X at the top right to close the CMS window. Click Wix App Collections on the left to view all your collections created by other Wix products.\xa0\nGo to your Editor. Click\xa0CMS\xa0\xa0at the top of Editor X.\xa0 Click Your Collections. Click Manage. Click More Actions at the top. Select Advanced Settings.\xa0 Enable the Wix App Collections toggle. \xa0\nClick the X at the top right to close the CMS window. Click Wix App Collections on the left to view all your collections created by other Wix products.\xa0\nGo to your Editor. Click CMS \xa0on the left side of the Editor.\xa0 Click Your Collections. Click Manage. Click More Actions at the top. Select Advanced Settings', ""Wix Studio Request: Reopening Canceled Project Requests from the Wix Marketplace\nCurrently, it's not possible to reopen a project request from the Wix Marketplace once you've declined it.We are always working to update and improve our products, and your feedback is greatly appreciated."", ""Wix Portfolio: Managing Your Wix Portfolio\nManage all your portfolio's projects and the collections they're grouped into from your site's dashboard.\xa0Create, edit, duplicate, show or hide, and delete projects / collections all from the one place.In this article, learn more about:\nManaging your projects Managing your collections\xa0 Frequently asked questions (FAQs)Managing your projectsFrom the Projects tab, you can create new projects, edit existing ones, filter your projects list and more.To manage your projects:\nGo to Portfolio in your site's dashboard. Choose what you want to do:\xa0Create a new project\nClick + Add Project at the top right. Fill out the project details.\xa0Learn more about creating projects in Wix Portfolio.Filter and sort your projects list\nClick the relevant drop-down at the t""]",12.900840282440186
How can I set up an automation for a clients birthday to send an email offering a free class?,"I don't know. The context provided does not mention setting up an automation for a client's birthday, sending an email offering a free class. It only discusses creating automations in general and managing outbound client emails, as well as customizing those emails.","[""Request: Triggering Automations on Your Contacts' Birthdays\nWe are excited to announce that you can now create automations that trigger on your contacts' birthdays.\xa0To do this, you first need to create a contacts segment that groups contacts by birthday. Then, create an automation using the Segments trigger set to trigger when a contact enters your birthday segment."", "":Joan has a monthly newsletter. She creates a newsletter subscription form to grow her mailing list. She wants to thank each subscriber as they sign up, but manually sending these emails would be impossible. Instead, she sets up an automation that automatically sends a 'thank you' message every time a new person subscribes.Step 1 | Create a new automationAny automations you create appear under Automations in your site's dashboard. Make sure to choose a name that's memorable and can be understood by all of your site collaborators. You can create up to 1000 automations per site.To create a new automation:\nGo to Automations in your site's dashboard. Click + New Automation at the top right. Choose how you want to start creating your automation:\xa0\n    \nFrom Scratch: Click Start from Scratch to b"", ""now that their appointment request has been declinedWant to know more?Learn more about Wix Automations.Managing your outbound client emailsManage your automated emails in the dashboard, so your clients are up-to-date on the status of their upcoming bookings.\xa0To manage your outbound client emails:\nGo to Booking Settings\xa0in your site's dashboard. Click\xa0Emails & SMS notifications. Select the toggle next to the relevant email notifications you want to activate or deactivate.\xa0Customizing your outbound client emailsYou can customize all of your automated emails to better fit your brand and style. You can add text, images, videos and more to make your emails more personalized and informative for your clients.\xa0Notes:\nYou can only customize or edit certain parts of the pre-installed email automatio""]",17.187585592269897
I need to switch my business type from sole prop to LLC in order to use an EIN.,"Unfortunately, it is not possible to switch between individual and business account types in Wix Payments once you've set up your account. However, if you're looking to switch from an individual to a business Wix Payments account and need an Employer Identification Number (EIN), you can contact the Customer Care team for assistance. They can help you with the process, but you'll need to have all the necessary documents ready to verify your new business account.","[""e's dashboard. Click Complete Setup under Wix Payments.\xa0\nSelect an option under Business Type:\nNote: It is not possible to switch between business types once you select one.\xa0\n    \nIndividual/Sole Proprietorship: Select this option if you are doing business as an individual. Partnership/LLC/Corporation/NGO: Select this option if you are doing business as a business entity. Regional account types: In some countries, other business types may be selected which align with local business definitions.   Depending on the selected business type, follow the steps:\xa0Individual/Sole Proprietorship\nEnter Your Personal Details:\n    \nYour full name Your date of birth Upload a Valid Photo ID (Passport, Driver’s License, Identity Card) If asked, enter your job title (role in the business)   Enter Your Addre"", ""Request: Switching Between Individual and Business Account Types in Wix Payments\nOnce you've set up your Wix Payments account, it is not possible to change your account type from individual / sole proprietorship to partnership / LLC / Corporation / NGO, or vice versa, within your Wix Payments account.We are always working to update and improve our products, and your feedback is hugely appreciated.Tip:If you are looking to switch from an individual to a business Wix Payments account, our Customer Care team can do it for you. Please check that you have all the necessary documents to verify your business Wix Payments account and contact Customer Care."", 'and BID / UID number entered in the form matches those associated with your bank account.Partnership/Association (Germany)\nEnter Your Business Information:\n    \nYour legal business name Enter your ""Doing Business As"" name. This is how your business appears on customers\' statements.\n        \nYour statement descriptor must be between 5-19 characters Your statement descriptor must be similar to your business name / legal entity name /, or URL Your statement descriptor should not be too generic (e.g. ""Store""), or already in use (e.g. ""Wix.com"")   Enter VAT / tax number (If applicable) Enter your Handelsregisternummer Upload a company registration document to help us verify your business\xa0   Add your Business Description:\n    \nUse the dropdown menu to select your industry type Use the text box t']",23.088077545166016
I need to temporarily remove the quick action button from the mobile view as I have not set it up yet.,"To temporarily remove a Quick Action Bar from your mobile site, right-click on the bar in the mobile Editor, then select Delete. This will allow you to add or change the actions later.","[""el to change their order.Removing a Quick action barYou can remove the Quick Action Bar on your mobile site at anytime.\xa0You should know:When you remove a QAB, it removes the details you entered for each action. If you re-add the QAB, you need to manually enter the relevant information again.To remove a QAB, right-click it in the mobile Editor then select Delete.\xa0Note:If you have Wix Chat installed on your site, removing the Quick Action Bar doesn't remove Wix Chat from your mobile site. To remove Wix Chat from your mobile site, you need to delete it from the Editor.\xa0"", "" Actions. Select Custom Action from the list. Choose a predesigned icon, or click the Add icon  to upload your own. Select the action in the panel to set up the details.Managing QAB actionsManage what you display on the quick actions bar. You can change the name of actions, remove them from the bar, and more.To manage your actions:\nSelect your QAB in the mobile Editor. Click Set Up Quick Actions. Hover over an action in the panel and click the More actions icon  . Choose how you want to manage the action:\n    \nSet up: Update or change the action's details. Rename: Change the name of the action. Remove: Delete the action from the bar.  Did you know?You can click and drag on actions in the panel to change their order.Removing a Quick action barYou can remove the Quick Action Bar on your mobi"", ""Wix Chat Request: Removing or Hiding Chat from Your Mobile Site\nWhen you add Wix Chat to your desktop site, it's automatically added to the Quick Action Bar on your mobile site.\xa0Currently, it is not possible to remove or hide it from the Quick Action Bar while keeping it on your desktop site.We are always working to update and improve our products, and your feedback is greatly appreciated.""]",16.33285880088806
I need to track the status of chargeback #1124381935-1.,I don't know.,"[""lter your transactions by payment method and status. Select the relevant timeframe using the From and To fields.\xa0Learn more about payment statusesEach payment is labeled with one of the following statuses:\nSucceeded: The transaction was approved Pending: The transaction was approved, but the funds are not yet available for payout. Declined:\xa0The transaction has been declined. Refunded: The payment has been refunded to your customer. Chargeback: A customer has disputed your charge with his card provider or bank. The funds have been returned to the customer's account. Learn more about chargebacksNote: Only active statuses appear in the payments list; e.g. if you didn't receive a Chargeback, you won’t see it in the filter options.\xa0Manual (Offline) PaymentsIf you're receiving payments using the"", ""vider, you may not see the Chargeback status in the Payments page in your site's dashboard. You should get in touch with the relevant provider to understand how to handle this chargeback.\xa0Note:Submitting a dispute through a third-party provider may incur extra fees. We recommend checking with them before disputing a chargeback.\xa0Using PayPal or Stripe?To get more information on handling chargebacks and disputes, click the relevant link:\xa0\nPayPal Stripe\xa0"", ' information on your invoices. For example, address, company name, and VAT ID. Learn more about updating your invoices for Wix services.\xa0Important information regarding billing history:The Site field shows the site that the service was connected to when the charge was first issued. This may have changed if you reassigned the service to a different site.Finding an invoiceFind a specific invoice using the filters and search fields on your Billing History page.\xa0You can search by:\nDate and site: Use the All Dates and All Sites drop-downs to find a charge by date or by site name.\xa0 Status and payment method: Click More Filters to filter by payment status and payment method.\xa0 Keyword: Click Search to look for invoices by keywords.Need to export your invoice history? Click the Export button \xa0to ex']",13.597529172897339
I need to update the og:image for my entire site to ensure the correct image appears when the link is posted on social media. I also want to know if this will affect the image when the link is posted in an email or on Instagram.,"To change the og:image for your whole site, follow these steps:

1. Open your site's settings.
2. Click Website settings.
3. Scroll down to General social image and click Upload Image.
4. Select an image or click + Upload Media to upload a new one.
5. Click Choose File to add it.
6. Click Save at the top of the dashboard.

This update will apply the same og:image across all pages on your site, so it should also appear when the link is posted in an email or on Instagram.","[""Wix Editor Request: Customizing the Og:Image for Instagram, WhatsApp, and iMessage\nYour og:image from your site or page is displayed across all of your social networks. Currently, you cannot control the og:image on Instagram, Whatsapp, or iMessage. You can however, choose the og:image for Facebook, Twitter\xa0and LinkedIn.\xa0Tip:You can update the link preview image that Telegram uses by opening the Telegram Webpage Bot, clicking Start, and sending your page's URL.\xa0Learn more about Telegram link previewsWe are always working to update and improve our products, and your feedback is hugely appreciated.\xa0Tip:If your social networks are showing an old og:image and have not updated to your new image, click the relevant link for a solution: Facebook, Twitter, or LinkedIn."", ""lect Social share.\xa0\xa0\nClick Upload Image. Select an image or click + Upload Media to upload a new one. Click Add to Page. Publish your site.Did you know?You can also set the page's og:title and og:description from the Social share settings.Changing the og:image for a siteYou can also set one og:image for every page on your site to reinforce your brand, and provide a consistent sharing experience.\xa0To change the og:image for your whole site:\nOpen your site's settings. Click Website settings. Scroll down to General social image and click Upload Image. Select an image or click + Upload Media to upload a new one. Click Choose File to add it. Click Save at the top of the dashboard. Publish your site.FAQsSelect a question to learn more about og:images.Do my images need to be a specific size? Og:im"", 'Wix Editor: Changing Your Og:Image\nChoose which thumbnail image to display when sharing your site on Facebook, X or other social networks. You can set a different og:image for each page of your site, or one image for the whole site.In this article, learn more about:\xa0\nChanging the og:image for a page Changing the og:image for a site Frequently asked questions (FAQs)Changing the og:image for a pageSet a unique og:image for each page or an individual page on your site. Make each page stand out from the rest and create a tailored social sharing experience.\xa0To change the og:image for an individual page:\nClick Pages & Menu \xa0 on the left Editor menu. Click the relevant page. Click More Actions . Select Social share.\xa0\xa0\nClick Upload Image. Select an image or click + Upload Media to upload a new one']",29.371764659881592
I received a manual payment from the pay button and I am unable to see the payment history.,"Unfortunately, I don't have enough information to provide a specific answer. The context doesn't mention how to view or access payment history after manually entering a customer's credit or debit card details through the ""Charge card manually"" process. I don't know.","['ck the\xa0Collect Payment. Select Manual card entry. Enter the card details and tap Next. Tap Confirm & Pay.', ""ayment from your client, you do not receive this amount as a Wix POS payout.To process other payment types:\nTap\xa0Other. Enter a short note documenting how the customer paid you (e.g. Venmo payment).\nNote: The note appears in customer's receipts and in the Sales History tab in the tablet. Tap Record Payment. (Optional) Do one or more of the following:\n    \nTap\xa0Print Receipt.\xa0 Tap\xa0Email Receipt, enter the email address if prompted, and tap Send.\xa0 Tap Text Receipt, enter the number, including country code, and tap Text Receipt. Tap Add a Note: Enter an internal note (not visible to your customer) and tap Save.   Tap Done.Notes:\xa0\nTo read notes and view receipts, go to your Sales History.\xa0 Learn how to enable text receipts.FAQsWe are here to answer all of your questions. Click a question below t"", "" date toggle.\xa0Click the Expiration date field to select the relevant expiration date.\xa0 Customize the pay link's Button color, Button text and Link image using the design options available.\xa0   Click Create Link.\xa0 Choose how you want to send the pay link to your customer:\n    \nCopy link: Click to copy the pay link URL to your computer's clipboard to send to your client later.\xa0 Send Link: Click to email the pay link directly to the email address provided by the client.\xa0 Get QR code: Click to generate a QR code to send to your client.\n\n  Charge card manuallyYou can accept partial or complete payment for any unpaid order by manually entering your customer's credit or debit card details.\xa0This can come in handy when, for example, you accept an order by phone.Important:\xa0\nManual card entry is only ""]",18.37074327468872
How can I add a personalized name to my automated emails? I was advised to use dynamic values for this.,"To add a personalized name to your automated emails, follow these steps:

1. Click + Personalize under the subject line and/or preview text.
2. Select the value from the drop-down (e.g. contact last name, contact birthday, etc.)

Note that you can use dynamic values to personalize the email content, but for a specific personalized name, you would need to select a specific value from the dropdown options provided by Wix Automations.","['a available for the variable selected (e.g. add ""valued customer"" in case the customer\'s name is unknown). Click Add.\xa0      \nWhen you\'ve finished customizing your email, click Save & Continue/Publish at the top right. (Optional) Click the More Actions drop-down and select Preview & test to generate a preview and send yourself a test version.\nClick\xa0Activate\xa0or Save to activate or save your automation.FAQsHere are some common questions about customizing automated emails:What is personalized content?Also known as dynamic values or variables, personalized content are pieces of code that display different information to each user based on their data. It can show your contacts personalized text (e.g. their name) or information related to your business relationship (e.g. price quote number, produ', "" the dynamic value. Click\xa0+ Personalize under the subject line and/or preview text.\xa0 Select the value from the drop-down (e.g. contact last name, contact birthday, etc.) (Optional) Write a fallback text in the text box.FAQsClick a question to learn more about using dynamic values.What is an example of using personalized content in an email?Some common examples of personalized content include the recipient's name or address.\xa0For example, insert the content [Contact First Name] in the email text 'Thanks for subscribing [Contact First Name]' to personalize the text to the name of the recipient.What is fallback text?If data for the personalized content is not available, the fallback text you enter appears in its place.\xa0For example, if you include your recipient's first name in the email title,"", ""Wix Automations: Customizing Automated Emails\nThis article refers to the previous automation builder. If you're not seeing this version, read our article about the new version of the automation builder.When creating an automation that sends an email, you can customize the email being sent. Write and design your email template, and send it from your preferred email address so recipients know who to reply to. Add dynamic values, for example to address your recipients by name, so your emails feel personal.In this article, learn more about:\nCustomizing the sender details attached to your email Editing your email template Frequently asked questions (FAQs)Customizing the sender details attached to your emailWho do you want recipients to see as the sender of your emails? Use your business name so""]",24.040663957595825
How can I add delivery information to my product page?,"To add delivery information to your product page, follow these steps:

1. Go to Product > Add Delivery Area
2. Tap + Add a Delivery Area
3. Set the delivery area by selecting the relevant option from the drop-down menu:
   - Note: 'Draw on map' is only available on desktop.

You can also set the radius and distance you're able to deliver to, but this step is not specified in the provided context.","[""can include specific contact details you need, a checkbox, drop-down or multi-choice field.To add a custom form:\nClick Select next to Collect additional info at checkout. Click + Create Form. Drag and drop the form field onto the page.\xa0Customize a Thank You pageAdd a message you display to customers after they purchase one of your plans. The message also includes a button, which can lead to your site's home page or any other page.To add a custom form:\nClick Edit next to Customize a Thank You page. Enter a title for your Thank You page. Add the message you want this page to display.\nTip: You can add links to direct customers to additional products, services or plans that may interest them. Enter your Button text. Choose where the button directs customers to:\n    \nHome Page: When they click "", 'content. Click\xa0Save.Adding linksYou can add links that direct to pages containing additional info about your product or policies. For example, you may want to display basic shipping information in the info section and also provide a link to a page with detailed shipping information.Linking options:You can link to hidden or live pages in your site. You can also link to any external page.To add links to an info section:\nHighlight any text. Click the\xa0Link\xa0icon\xa0.\nEnter the URL you want to link to. Click\xa0OK.Adding an Info Section to multiple productsTo save time, you can add the same info section to multiple products at the same time. Simply select the relevant products and create the info section as you would for a single product.To add info sections to multiple products at once:\nGo to Product', ""te: These instructions appear at checkout, the thank you page, and in the confirmation email.   Tap Save.\n\nDeliveryYou can set multiple delivery areas, each with unique fees and times. Start by setting up where you deliver.\xa0Add a delivery area to allow customers to place orders for delivery.There are 2 methods you can use to define your delivery area. You can set a radius around the address you entered in your site's Business Info or select postal codes / zip codes to mark the area. When you're done, you can set up delivery hours and settings.\nTap + Add a Delivery Area.\xa0 Set the delivery area:\xa0\n    \nEnter the area name. Tap the Set area by drop-down and select the relevant option:\nNote: 'Draw on map' is only available on desktop.\n        \nRadius:\xa0Set the Distance you're able to deliver to.""]",24.177886962890625
I want to change the currency for my course.,"I don't know. The context only talks about changing the currency when selling digital prints and Wix Bookings, but it does not mention how to change the currency for a course.","[""ience can navigate and understand your content easily.To change your site's language:\nGo to Language & Region\xa0in your site's dashboard. Under\xa0Site Language, click the drop-down to select the default language people see on your site, emails and notifications. \nNote: If you have a multilingual site, click Go to Wix Multilingual to manage site languages.\xa0Setting your regional formatSetting the regional format changes how dates, numbers, and measurements appear on your site.To change your regional format:\nGo to Language & Region\xa0in your site's dashboard. Under\xa0Regional Format, click the drop-down to select your preferred region.\nNote: If you have a multilingual site, click Go to Wix Multilingual to manage regional formats.Changing your currencyChoosing the right currency for your site is cruci"", "" sell digital prints only. You also have the option to choose from over 20 different currencies when it comes to accepting payments for your digital prints.\xa0To change your currency when selling digital files only:\nGo to your site's dashboard. Click the Settings tab on the left. Click Language & region. Click the Currency drop-down and choose the currency you accept for payments and that people see on your site.\xa0 Click Got it.\xa0"", ""Wix Bookings: Changing Your Currency\nThe currency that you select in the General section of your dashboard settings is used for Wix Bookings and any other paid transactions connected to your site.\xa0\u200bTo change your currency:\nGo to the Language & Region section of your site's dashboard. Scroll down to Site Currency. Select a currency from the Currency drop-down.Tip:If your currency is missing from the list, click here to vote for additional currencies.""]",14.686272382736206
I want to change the header background to black when scrolling in Wix Editor.,"To change the header background color on scroll, follow these steps:

1. Select the header.
2. Click the Open Inspector icon at the top right of the editor.
3. Under Design, enable the Color while scrolling toggle.
4. Click the color box to choose a different color (in this case, black).
5. Optionally, drag the slider to change the opacity.

By doing so, your header background will turn black when you scroll down in Wix Editor.","['Wix Editor Request: Creating a Header that Shrinks as You Scroll Down\nCurrently, it is not possible to create a header which shrinks as you scroll down.We are always working to update and improve our products, and your feedback is greatly appreciated.', 'is brings even more attention to the header, ensuring visitors never miss it.Tip:This setting applies to every page where the header appears.To change the header background color on scroll:\nSelect the header. Click the\xa0Open Inspector\xa0icon\xa0\xa0at the top right of the editor.\nUnder Design, enable the Color while scrolling toggle. Click the color box to choose a different color. (Optional) Drag the slider to change the opacity.\xa0Removing a scroll effectYou can always remove a scroll effect that you previously added to the header.To remove a scroll effect:\nSelect the header. Click the\xa0Open Inspector\xa0icon\xa0\xa0at the top right of the editor.\nChoose what you want to disable:\n    \nScroll effect: Select the Scroll with site option from the drop-down. Color while scrolling: Disable the toggle to remove thi', ""Wix Editor: Customizing Your Site Header\nYour header is the section at the top of your website and usually contains your site’s menu and logo. As your header gives visitors their first impression of your site, we recommend that you customize it so that it's in keeping with your brand and site's aesthetic.Choose the design and scroll effect for your header, and set the size and borders to make a bold impression on your visitors. \xa0The elements inside your header are automatically shown on all pages that your header appears on.\xa0In this article, learn more about:\nChanging your header's design Using an image as your header Resizing the header Adding a scroll effect to your headerChanging your header's designYou can change your header's design to suit your site. Select a design from a variety of""]",20.822213172912598
I want to create a custom sign-up form that links to the members area on my site.,"To create a custom sign-up form that links to the members area on your site, follow these steps:

1. Go to your editor and click Pages on the left side of the Editor.
2. Click Signup & Login.
3. Click Member Signup Form (Default).
4. Select Custom Form from the Which member signup form do your visitors see? drop-down menu.
5. Click Edit Custom Signup form to get started.

This will allow you to customize the sign-up form to match your site's design and link it to your members area.","['Site Members: Customizing the Member Signup Form\nThe member signup form lets your site visitors register to become members of your site. The default form matches the design of your site, but you can design your signup form from scratch by using a custom form. Learn more about the different types of member signup forms.Important:\nYou must have a\xa0Members Area\xa0on your site to create a custom signup form. Currently, it is not possible to add social logins to a custom signup form. However, you can add them to the default signup form.\xa0Step 1 | Add a custom signup formThe Members Area app comes with a default signup form. To start using a custom form, head over to the Pages panel in your editor.\xa0Wix EditorStudio Editor\nClick Pages & Menu \xa0on the left side of the editor. Click Signup & Login. Chan', ""Site Members: Creating a Custom Login Form For Your Member's Area\nThe Member Login window allows existing members to log back in to your site. Customize this form to make it your own: Change the colors, tailor the fields to your needs and add the option to log in through Google or Facebook.To create a custom login in form:\nClick the Pages icon \xa0on the left side of the Editor. Click Signup & Login. Click Member Login Form. Click the drop-down menu and select Custom Form. Select which option your members should see first in the login form:\n    \nNew member signup: The signup window appears first. Existing members see a link to switch to the login window. Existing member login: The login window appears first. New members see a link to switch to the signup window.   Click Edit Custom Log In For"", ' side of the editor. Click Signup & Login. Click Member Signup Form (Default).\nCustomize the settings available on the General, Social & Community and Policies tabs.TipLearn more about customizing your Member Signup Form settings.\nGo to your editor. Click\xa0Pages\xa0\xa0on the left side of the Editor. Click\xa0Signup (Default).\nCustomize the settings available on the General, Social & Community and Policies tabs.TipLearn more about customizing your Member Signup Form settings.Want to create your own customized signup form?Select Custom Form from the Which member signup form do your visitors see? drop-down, then click Edit Custom Signup form to get started. Learn more about custom signup forms']",26.021622896194458
I want to customize a booking form.,"To customize a booking form, follow these steps:

1. Go to Booking Form in the Settings tab of your site's dashboard.
2. Choose what you want to customize by clicking on the relevant options.
3. Customize the layout and design of your booking form to make the process as smooth as possible for your clients.

Let me know if I can assist further!","['ling and color scheme for each text box in your form. Button: Customize the color, border width, opacity and hover color for the buttons in your form.\xa0\n  Text\nClick Text and edit the relevant text fields on your form using the available options.\nNote: Click Form, and then Booking Form to add or edit form fields.\n\n\nGo to your editor. Go to your Booking form page:\n    \nClick Pages \xa0on the left side of the editor. Click the Booking form page under Bookings Pages.   Click the Booking form element on your page. Click Settings.\xa0 Choose what you want to customize:\xa0LayoutClick Layout and customize the title alignment and spacing.Display\nClick Display and choose from the following options:\n    \nShow video conferencing badge: Enable the toggle\xa0to show that you offer your services online. Default pay', ""lt booking form to all your services, you can create a custom booking form for individual services. \xa0Before you begin:Learn more about creating custom fields for your form if you require more detailed or specific information from your clients before they attend your services.To setup a custom form for a service:\nGo to Bookings Form in your site's dashboard. Create a new service or edit an existing one. Scroll down to the bottom and click the Expand icon \xa0next to Additional Settings. Click Custom booking form. \xa0 Give the custom form a title.\xa0 Add or remove the relevant fields for the service. Click Save Form.Step 3 | Customize the design of your formsYou can customize the layout, display design and text of your booking forms to suit your site and your brand. Keeping the design and layout as"", ""ow that you offer services online. Click the field under the checkbox to edit the text that appears on your video conferencing badge.\xa0   Button Text:\n        \nClick the relevant text to edit the Book online button and the Request booking button.    3. Click Publish to make the changes live on your site.\xa0Step 4 | Customize your Booking FormLearn important information about your clients when they book services with your Booking Form. For example, you can request allergy or injury details, so you can provide even better service.\xa0Customize the layout and design of your booking form to make the process as smooth as possible for your clients.\xa0To customize your form:\nGo to Booking Form in the Settings tab of your site's dashboard.\xa0 Choose what you want to customize:\xa0\n    \nForm Page Title & Subtit""]",22.79324698448181
